name,label,rt0,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9
couple.0938.1280M.1070F.npy,0,2,1,0,0,2,2,0,4,3,4
non.0615M.0237F.npy,1,4,2,0,3,2,2,2,0,2,1
couple.0296.0459M.0415F.npy,0,4,0,4,4,4,4,3,0,0,2
couple.0888.1225M.1022F.npy,0,2,0,2,4,2,2,2,4,1,4
couple.0872.1209M.1006F.npy,0,1,4,2,0,1,3,4,2,0,0
non.0111M.0007F.npy,1,2,1,2,3,2,1,1,3,3,3
couple.0886.1223M.1020F.npy,0,0,2,0,1,1,0,0,4,1,2
couple.0597.0883M.0729F.npy,0,1,1,1,1,3,0,0,2,4,2
non.0798M.0437F.npy,1,0,3,2,4,3,0,2,3,4,4
couple.0297.0461M.0416F.npy,0,0,2,3,0,3,4,2,4,4,0
non.0341M.0507F.npy,1,2,4,2,3,1,0,3,4,3,3
non.0959M.0443F.npy,1,3,4,4,4,4,1,2,2,2,2
couple.0120.0171M.0156F.npy,0,3,1,1,2,1,0,0,0,0,2
non.0149M.0146F.npy,1,1,0,2,0,3,4,1,1,4,4
non.0973M.0846F.npy,1,3,4,3,3,4,3,3,4,1,1
couple.0593.0880M.0725F.npy,0,0,1,2,4,0,4,1,4,0,0
non.0964M.0518F.npy,1,2,0,1,2,4,2,1,4,1,3
couple.0326.0524M.0464F.npy,0,2,2,3,4,3,2,4,2,0,0
non.0326M.0938F.npy,1,1,3,0,4,4,3,0,1,3,3
non.0737M.0250F.npy,1,0,3,1,4,0,4,1,4,1,1
couple.0297.0460M.0416F.npy,0,2,1,4,4,1,2,4,2,1,3
non.0374M.0037F.npy,1,1,1,4,2,0,4,3,4,0,1
non.0490M.0256F.npy,1,4,1,3,1,0,0,3,0,1,4
couple.0813.1146M.0952F.npy,0,0,4,1,1,4,3,3,3,1,4
couple.0347.0580M.0497F.npy,0,3,1,2,2,3,1,0,4,2,1
non.0135M.0741F.npy,1,1,0,4,3,3,2,3,2,4,1
couple.0615.0901M.0744F.npy,0,0,0,2,1,1,1,4,2,1,1
non.0902M.0715F.npy,1,2,3,0,1,1,3,4,1,4,1
couple.0707.1007M.0832F.npy,0,2,4,2,0,4,0,0,1,1,3
couple.0436.0729M.0603F.npy,0,4,0,1,0,0,4,2,3,0,4
couple.0773.1085M.0898F.npy,0,1,4,4,4,4,1,1,4,3,4
couple.0741.1046M.0867F.npy,0,1,0,3,0,1,3,3,4,1,1
non.0938M.0230F.npy,1,3,2,0,2,1,2,0,3,0,0
non.0431M.0555F.npy,1,3,1,0,0,0,3,3,1,1,0
non.0506M.0583F.npy,1,3,2,4,3,2,2,2,2,2,0
non.0418M.0005F.npy,1,3,0,1,2,0,4,1,2,4,2
non.0218M.0020F.npy,1,0,2,0,2,4,0,1,4,1,2
couple.0263.0393M.0356F.npy,0,4,2,4,2,1,0,2,3,2,3
non.0756M.0313F.npy,1,3,0,3,3,4,4,2,3,0,4
couple.0996.1342M.1123F.npy,0,4,4,3,2,2,2,0,1,2,0
non.0879M.0241F.npy,1,3,3,1,1,0,1,0,0,3,2
couple.0074.0107M.0097F.npy,0,1,0,3,1,3,2,1,2,3,1
couple.0241.0350M.0321F.npy,0,0,1,3,4,4,4,2,1,2,0
non.0737M.0085F.npy,1,3,2,3,0,2,3,3,1,4,2
non.0648M.0347F.npy,1,1,0,0,4,3,2,0,4,2,3
non.0180M.0143F.npy,1,2,4,0,2,0,3,1,0,3,1
couple.0611.0897M.0742F.npy,0,3,2,3,3,2,1,4,0,3,3
non.0553M.0373F.npy,1,0,0,4,4,2,1,2,3,2,4
couple.0158.0224M.0203F.npy,0,2,2,0,2,1,1,0,3,3,3
couple.0305.0477M.0433F.npy,0,1,3,0,1,2,2,1,0,1,2
couple.0170.0245M.0225F.npy,0,2,0,1,3,1,4,2,2,2,1
couple.0108.0153M.0141F.npy,0,1,0,0,3,1,1,0,0,3,3
non.0312M.0584F.npy,1,4,4,3,0,4,3,0,3,3,1
couple.0784.1104M.0916F.npy,0,1,0,2,3,4,1,4,3,1,3
non.0381M.0980F.npy,1,4,1,4,2,4,4,0,0,4,1
couple.0798.1123M.0935F.npy,0,3,1,1,0,0,3,4,4,1,0
non.0814M.0737F.npy,1,2,2,2,4,1,0,4,2,3,4
couple.0377.0648M.0540F.npy,0,1,0,3,3,3,2,4,3,3,3
non.0401M.0353F.npy,1,2,0,1,1,0,4,2,3,1,4
couple.0324.0519M.0459F.npy,0,2,3,0,0,0,1,4,2,4,0
couple.0276.0418M.0379F.npy,0,0,0,2,2,3,3,3,0,4,2
non.0361M.0507F.npy,1,4,2,2,3,2,3,4,0,1,3
couple.0891.1228M.1025F.npy,0,2,3,1,2,3,1,3,3,4,3
couple.0286.0436M.0399F.npy,0,2,0,2,0,3,3,3,1,3,3
couple.0224.0320M.0294F.npy,0,2,3,3,3,2,2,2,4,3,0
couple.0789.1109M.0921F.npy,0,4,0,1,3,3,1,2,1,4,0
couple.0323.0517M.0457F.npy,0,2,1,3,0,3,4,3,2,0,3
couple.0605.0891M.0737F.npy,0,0,0,2,1,1,2,2,1,1,2
non.0776M.0355F.npy,1,4,2,4,3,1,2,3,0,0,3
non.0592M.0814F.npy,1,4,3,4,0,4,1,3,2,1,2
non.0011M.0630F.npy,1,0,1,4,0,0,3,0,3,4,4
non.0744M.0462F.npy,1,1,4,2,3,1,1,0,2,0,0
couple.0305.0478M.0433F.npy,0,0,1,4,1,1,0,4,1,1,2
non.0491M.0296F.npy,1,4,2,2,3,1,1,4,1,3,2
couple.0009.0019M.0019F.npy,0,1,2,1,4,3,1,3,4,0,2
couple.0220.0314M.0286F.npy,0,4,3,4,4,4,2,1,1,2,2
couple.0905.1242M.1039F.npy,0,0,1,3,1,2,3,3,3,4,4
non.0725M.0180F.npy,1,2,4,4,3,0,2,4,4,0,4
non.0477M.0942F.npy,1,2,4,4,3,0,1,0,0,0,0
couple.0203.0287M.0265F.npy,0,4,0,2,1,4,1,2,3,4,1
couple.0349.0587M.0500F.npy,0,1,1,4,4,3,3,2,4,2,0
non.0985M.0772F.npy,1,1,0,2,3,4,2,0,4,1,0
couple.0442.0736M.0610F.npy,0,4,2,4,4,2,1,2,4,0,2
couple.0497.0790M.0649F.npy,0,1,4,1,4,0,2,1,1,3,0
non.0853M.0445F.npy,1,4,0,2,2,3,3,3,1,0,0
couple.0022.0040M.0042F.npy,0,1,4,2,0,4,0,0,3,1,3
non.0815M.0394F.npy,1,2,3,1,4,3,4,3,3,0,0
couple.0223.0318M.0292F.npy,0,2,2,3,3,4,2,3,3,3,1
non.0110M.0849F.npy,1,3,1,2,4,0,2,0,4,3,3
couple.0082.0117M.0108F.npy,0,0,2,3,3,2,0,4,2,2,3
non.0750M.0125F.npy,1,2,0,0,3,1,3,1,3,4,4
couple.0363.0623M.0522F.npy,0,1,0,2,2,3,0,0,3,1,4
non.0128M.0249F.npy,1,4,0,1,2,3,4,0,3,2,0
non.0987M.0063F.npy,1,1,1,3,0,0,0,0,4,3,4
non.0353M.0186F.npy,1,1,4,0,1,3,1,0,3,0,4
non.0548M.0165F.npy,1,1,1,3,1,3,0,4,2,3,3
couple.0251.0370M.0337F.npy,0,2,1,0,0,2,3,3,2,3,1
couple.0874.1211M.1008F.npy,0,4,3,3,2,2,1,3,1,4,0
couple.0001.0002M.0002F.npy,0,0,4,4,2,0,2,4,3,1,0
non.0366M.0471F.npy,1,2,2,4,3,0,3,1,1,0,0
non.0562M.0034F.npy,1,0,4,2,4,2,0,0,3,3,2
non.0277M.0991F.npy,1,0,3,1,3,0,4,0,4,4,4
couple.0344.0573M.0492F.npy,0,2,0,0,4,0,3,4,2,0,0
non.0634M.0861F.npy,1,3,1,3,3,2,2,3,4,3,3
non.0740M.0227F.npy,1,3,1,4,2,2,3,0,3,0,2
couple.0270.0405M.0368F.npy,0,1,3,2,1,2,1,2,2,1,1
couple.0033.0051M.0052F.npy,0,0,1,1,4,0,1,2,1,2,4
non.0480M.0267F.npy,1,3,0,1,2,0,4,2,1,4,1
non.0936M.0374F.npy,1,2,0,4,2,3,0,2,4,1,3
non.0286M.0951F.npy,1,4,0,4,2,3,2,4,2,2,1
couple.0413.0702M.0583F.npy,0,2,1,3,4,3,3,1,4,1,0
non.0798M.0663F.npy,1,2,0,0,4,1,2,3,4,4,0
non.0450M.0417F.npy,1,4,4,2,2,4,2,4,0,2,3
couple.0332.0542M.0471F.npy,0,2,4,1,4,0,2,3,1,3,2
non.0201M.0556F.npy,1,3,3,2,2,4,3,0,4,0,3
non.0877M.0831F.npy,1,0,4,0,1,2,2,2,4,3,3
non.0433M.0135F.npy,1,2,2,3,3,0,4,1,1,1,2
couple.0224.0321M.0293F.npy,0,2,3,0,2,3,3,2,4,3,0
non.0701M.0398F.npy,1,1,3,3,1,3,1,4,4,0,4
couple.0364.0625M.0523F.npy,0,1,2,0,1,0,0,3,1,4,0
non.0878M.0226F.npy,1,0,0,0,0,0,3,1,2,3,2
non.0694M.0217F.npy,1,1,3,3,4,0,4,2,3,2,0
couple.0470.0763M.0627F.npy,0,4,0,4,2,2,1,4,1,0,2
non.0379M.0417F.npy,1,0,2,2,4,3,0,4,2,0,3
non.0274M.0306F.npy,1,4,0,3,4,0,1,3,3,0,0
non.0239M.0661F.npy,1,4,2,1,0,4,4,4,1,1,4
couple.0184.0261M.0242F.npy,0,2,2,0,3,4,2,2,4,4,2
non.0326M.0991F.npy,1,4,4,1,2,1,0,3,1,0,1
couple.0526.0816M.0672F.npy,0,0,2,0,2,0,1,2,4,1,2
non.0804M.0321F.npy,1,0,0,2,2,1,0,3,3,0,3
non.0703M.0402F.npy,1,3,4,0,4,1,3,4,3,0,3
non.0510M.0316F.npy,1,3,0,0,3,3,2,2,3,2,4
non.0882M.0407F.npy,1,2,3,3,2,4,2,4,2,2,4
non.0007M.0649F.npy,1,3,1,0,3,4,0,0,0,1,1
non.0607M.0100F.npy,1,3,3,3,0,4,0,0,0,0,2
couple.0131.0185M.0168F.npy,0,1,2,1,3,0,1,0,3,2,1
non.0022M.0321F.npy,1,1,0,2,1,0,0,4,3,1,2
non.0560M.0711F.npy,1,2,1,1,1,0,0,3,4,3,3
couple.0699.0998M.0823F.npy,0,3,4,4,4,1,4,3,0,4,4
couple.0347.0579M.0497F.npy,0,2,2,3,1,2,2,0,1,2,4
non.0336M.0620F.npy,1,0,1,2,3,3,0,0,0,2,4
couple.0324.0520M.0459F.npy,0,4,3,0,2,0,1,3,2,2,4
non.0358M.0279F.npy,1,1,2,3,3,1,4,2,0,0,1
non.0681M.0977F.npy,1,4,0,3,1,1,2,4,1,2,3
couple.0102.0142M.0130F.npy,0,1,2,4,3,0,4,0,2,1,4
couple.0125.0179M.0163F.npy,0,2,2,1,2,1,2,2,0,1,4
non.0200M.0110F.npy,1,3,4,4,2,3,1,3,3,3,3
couple.0386.0658M.0549F.npy,0,1,0,4,0,0,1,0,2,3,3
non.0120M.0661F.npy,1,1,1,1,3,2,4,4,4,0,2
couple.0108.0152M.0140F.npy,0,4,0,3,2,2,1,2,2,1,1
non.0005M.0134F.npy,1,4,0,4,3,1,3,1,0,4,3
non.0676M.0026F.npy,1,1,0,1,1,2,1,2,1,3,2
couple.0332.0541M.0471F.npy,0,4,0,1,2,4,1,1,1,4,1
couple.0086.0121M.0111F.npy,0,2,2,2,1,0,0,2,0,0,3
couple.0353.0601M.0508F.npy,0,4,1,1,1,2,0,2,3,3,2
non.0869M.0358F.npy,1,0,2,2,1,0,3,0,2,0,1
non.0344M.0101F.npy,1,3,1,0,3,4,2,1,4,2,1
couple.0188.0267M.0247F.npy,0,4,0,4,4,4,0,2,0,3,3
non.0352M.0046F.npy,1,1,3,2,3,1,3,1,4,4,1
non.0357M.0577F.npy,1,0,1,2,1,0,4,2,0,3,2
non.0039M.0974F.npy,1,3,0,4,2,1,2,4,3,2,0
non.0412M.0075F.npy,1,3,0,0,3,3,0,2,1,0,4
non.0344M.0335F.npy,1,2,2,3,3,2,2,2,4,4,4
non.0393M.0378F.npy,1,0,1,3,2,2,2,1,4,0,2
non.0275M.0540F.npy,1,1,0,2,3,4,0,4,1,3,3
non.0054M.0323F.npy,1,1,3,3,2,3,0,0,4,3,2
non.0958M.0115F.npy,1,1,4,0,2,0,4,0,3,3,2
non.0447M.0065F.npy,1,4,2,0,4,1,4,1,1,1,0
couple.0706.1005M.0830F.npy,0,3,4,4,0,0,1,2,1,0,2
non.0452M.0686F.npy,1,1,3,2,1,1,2,3,0,3,0
couple.0413.0702M.0582F.npy,0,2,3,3,4,0,0,1,0,1,1
non.0806M.0239F.npy,1,3,3,3,0,3,0,1,4,1,1
couple.0013.0026M.0026F.npy,0,2,1,3,2,2,1,1,2,2,0
non.0613M.0203F.npy,1,2,4,1,3,0,0,0,4,2,0
couple.0357.0609M.0514F.npy,0,3,4,4,0,3,2,1,2,2,0
non.0664M.0198F.npy,1,3,3,1,0,3,0,3,2,4,0
couple.0141.0197M.0179F.npy,0,0,4,2,4,4,3,3,4,4,3
couple.0999.1345M.1126F.npy,0,3,1,4,3,3,2,0,1,3,4
non.0285M.0979F.npy,1,3,3,4,2,3,3,3,1,2,2
non.0801M.0671F.npy,1,2,2,3,3,3,3,0,3,3,3
non.0166M.0102F.npy,1,4,3,0,4,1,2,1,2,1,2
couple.0344.0571M.0492F.npy,0,4,0,2,0,1,3,2,1,4,1
non.0534M.0423F.npy,1,0,0,3,0,4,3,2,2,2,0
couple.0270.0405M.0367F.npy,0,3,4,0,0,0,1,3,4,4,1
couple.0275.0415M.0377F.npy,0,2,1,1,4,3,4,3,0,2,3
non.0015M.0247F.npy,1,0,3,1,1,3,4,2,1,1,4
couple.0110.0157M.0145F.npy,0,4,0,4,3,1,3,2,2,0,3
couple.0662.0955M.0787F.npy,0,3,1,2,2,3,2,2,4,2,1
non.0223M.0737F.npy,1,1,2,3,0,3,0,3,1,3,4
couple.0855.1189M.0986F.npy,0,3,0,1,0,0,0,1,2,0,3
non.0215M.0738F.npy,1,1,0,3,0,4,1,1,0,0,0
non.0205M.0201F.npy,1,3,3,4,3,2,1,2,4,4,1
couple.0215.0305M.0276F.npy,0,4,2,1,0,1,4,1,2,4,1
non.0284M.0421F.npy,1,3,0,1,4,4,2,4,4,1,1
couple.0236.0341M.0312F.npy,0,3,2,4,3,4,0,3,0,0,2
couple.0374.0643M.0536F.npy,0,4,4,0,4,0,3,1,3,1,2
non.0607M.0120F.npy,1,2,0,3,0,2,1,1,0,0,4
couple.0812.1145M.0951F.npy,0,0,2,4,3,4,2,2,3,1,4
couple.0546.0836M.0686F.npy,0,2,0,3,4,1,3,0,4,2,3
non.0342M.0315F.npy,1,4,1,2,3,1,4,3,4,1,2
non.0798M.0923F.npy,1,3,1,0,1,0,4,0,0,3,1
couple.0864.1200M.0997F.npy,0,4,1,3,0,2,4,2,0,4,0
couple.0787.1107M.0920F.npy,0,3,3,3,1,1,4,0,0,3,3
non.0926M.0932F.npy,1,2,1,2,4,1,4,1,2,1,0
non.0331M.0173F.npy,1,2,2,2,4,1,2,0,4,1,3
non.0984M.0473F.npy,1,4,2,0,3,2,4,2,4,4,0
couple.0341.0563M.0487F.npy,0,4,4,1,1,0,1,4,0,1,3
couple.0478.0771M.0635F.npy,0,0,2,0,2,0,4,1,3,3,4
non.0382M.0262F.npy,1,0,0,2,4,4,1,4,2,1,1
couple.0859.1193M.0990F.npy,0,1,2,3,1,3,1,2,0,1,3
non.0288M.0757F.npy,1,1,1,0,1,3,1,0,3,0,2
non.0536M.0702F.npy,1,4,4,2,2,4,3,0,4,3,2
couple.0049.0075M.0070F.npy,0,2,3,0,2,0,0,1,2,0,3
couple.0965.1309M.1097F.npy,0,3,1,1,4,4,1,1,3,3,4
non.0706M.0959F.npy,1,0,1,2,0,4,0,4,2,3,2
non.0973M.0044F.npy,1,1,0,4,2,3,1,3,0,3,4
non.0328M.0688F.npy,1,4,0,3,1,1,3,4,4,0,2
couple.0258.0383M.0347F.npy,0,1,2,0,4,3,4,0,0,3,3
couple.0273.0411M.0375F.npy,0,4,1,2,2,3,1,3,3,0,3
non.0050M.0433F.npy,1,3,2,3,0,2,3,3,0,3,2
non.0544M.0387F.npy,1,1,3,2,4,3,4,3,0,4,3
couple.0289.0443M.0403F.npy,0,3,4,4,1,4,2,2,1,1,4
couple.0275.0415M.0378F.npy,0,1,3,0,0,4,1,0,2,0,0
couple.0897.1234M.1031F.npy,0,0,1,2,3,0,1,0,3,4,0
non.0105M.0143F.npy,1,0,3,1,3,0,4,0,3,4,0
non.0283M.0123F.npy,1,4,1,3,0,2,0,3,2,4,1
couple.0164.0234M.0213F.npy,0,2,1,1,1,1,0,0,4,3,3
non.0038M.0342F.npy,1,1,1,1,4,3,2,4,4,0,2
non.0389M.0928F.npy,1,1,0,1,1,2,1,1,3,2,4
non.0538M.0074F.npy,1,1,0,0,4,1,1,0,4,0,4
non.0701M.0745F.npy,1,2,4,2,3,0,4,0,3,3,2
couple.0066.0093M.0086F.npy,0,0,0,0,4,0,4,2,2,1,3
couple.0636.0923M.0760F.npy,0,0,2,3,4,1,4,3,0,0,2
non.0430M.0281F.npy,1,2,2,2,0,2,2,4,0,1,1
non.0840M.0777F.npy,1,3,3,1,2,3,2,0,0,4,0
couple.0948.1292M.1081F.npy,0,3,1,2,4,4,0,2,0,0,2
non.0149M.0633F.npy,1,0,3,2,3,4,1,4,1,2,1
couple.0340.0560M.0486F.npy,0,4,3,4,3,1,0,2,0,2,2
non.0425M.1000F.npy,1,3,0,4,0,2,4,0,3,2,4
couple.0402.0680M.0566F.npy,0,2,0,0,4,4,2,3,3,0,0
couple.0326.0524M.0463F.npy,0,0,0,2,1,0,4,3,3,0,0
couple.0832.1167M.0971F.npy,0,3,4,4,0,4,2,1,2,0,2
couple.0133.0188M.0170F.npy,0,1,2,4,3,0,0,3,4,0,2
couple.0276.0418M.0380F.npy,0,2,0,2,4,1,0,2,1,0,0
non.0248M.0510F.npy,1,1,4,4,1,2,0,3,0,2,4
couple.0245.0358M.0325F.npy,0,1,2,3,2,4,3,3,3,3,1
couple.0496.0789M.0648F.npy,0,0,4,0,3,2,2,1,3,3,1
non.0613M.0183F.npy,1,2,4,3,1,3,0,2,0,2,2
couple.0115.0164M.0151F.npy,0,0,4,2,2,2,2,3,1,0,1
non.0334M.0257F.npy,1,3,2,4,4,2,1,4,4,1,0
non.0964M.0749F.npy,1,2,4,1,1,2,0,4,4,1,2
couple.0021.0039M.0038F.npy,0,2,1,3,2,1,4,0,1,4,3
non.0004M.0942F.npy,1,2,1,4,3,4,2,0,3,4,2
non.0792M.0007F.npy,1,3,2,3,2,1,0,1,1,1,3
couple.0190.0271M.0250F.npy,0,2,3,0,0,0,4,2,2,3,3
couple.0919.1260M.1053F.npy,0,3,1,1,0,0,0,2,0,0,0
non.0398M.0190F.npy,1,3,1,0,2,0,4,2,4,3,1
couple.0081.0115M.0106F.npy,0,3,2,2,1,0,0,2,4,4,3
non.0810M.0281F.npy,1,0,2,4,4,2,3,1,2,4,1
couple.0318.0508M.0451F.npy,0,2,0,4,2,1,0,4,0,4,2
couple.0272.0409M.0370F.npy,0,0,3,0,3,1,2,0,3,3,2
couple.0290.0444M.0404F.npy,0,0,1,1,0,2,3,1,2,4,3
couple.0331.0539M.0470F.npy,0,0,3,4,1,1,4,0,4,3,3
couple.0792.1114M.0926F.npy,0,0,3,1,4,2,2,4,0,2,4
couple.0789.1110M.0922F.npy,0,0,4,3,2,0,1,0,3,3,4
non.0401M.0281F.npy,1,2,0,0,2,4,4,4,4,2,4
non.0532M.0184F.npy,1,4,0,1,0,2,0,4,2,4,4
couple.0125.0179M.0162F.npy,0,4,1,4,0,0,3,4,3,2,0
non.0617M.0738F.npy,1,2,4,4,0,0,2,3,4,3,0
non.0357M.0241F.npy,1,3,0,3,4,1,4,1,0,3,2
couple.0302.0471M.0426F.npy,0,2,2,3,4,0,4,1,0,4,3
couple.0633.0920M.0758F.npy,0,2,2,4,4,4,3,4,1,4,1
couple.0819.1153M.0959F.npy,0,1,3,1,0,4,0,0,2,4,3
non.0237M.0572F.npy,1,4,0,0,2,1,3,4,0,2,2
non.0175M.0617F.npy,1,4,1,2,3,0,0,1,4,3,3
couple.0726.1029M.0852F.npy,0,0,2,2,1,4,0,3,0,2,2
couple.0475.0768M.0632F.npy,0,1,0,1,0,3,3,2,3,4,1
non.0360M.0560F.npy,1,4,3,2,0,4,2,4,3,3,2
non.0083M.0740F.npy,1,4,3,1,3,3,2,0,0,2,3
non.0928M.0239F.npy,1,3,2,3,2,2,3,3,0,0,0
non.0972M.0586F.npy,1,0,2,2,1,4,0,3,1,1,2
non.0343M.0658F.npy,1,1,1,4,4,4,0,1,4,2,0
non.0118M.0110F.npy,1,3,3,4,3,3,0,4,4,4,4
non.0507M.0773F.npy,1,0,2,3,3,2,3,0,2,1,4
couple.0412.0700M.0581F.npy,0,1,2,2,4,0,2,3,4,0,3
couple.0407.0689M.0574F.npy,0,3,2,3,4,4,1,2,1,0,4
couple.0663.0956M.0790F.npy,0,3,0,1,0,0,2,4,4,2,1
couple.0667.0965M.0795F.npy,0,0,3,4,3,0,0,4,2,2,4
non.0327M.0591F.npy,1,4,0,1,2,0,4,2,0,1,2
couple.0710.1011M.0835F.npy,0,2,0,3,3,1,4,0,0,4,3
non.0331M.0766F.npy,1,2,4,2,3,0,4,2,2,4,2
couple.0743.1047M.0869F.npy,0,1,0,0,4,0,4,3,2,1,3
couple.0150.0210M.0193F.npy,0,2,1,0,3,1,4,4,2,2,0
couple.0350.0591M.0501F.npy,0,1,4,0,1,4,4,3,2,2,3
couple.0577.0866M.0710F.npy,0,2,0,1,2,1,4,2,0,2,1
couple.0686.0985M.0811F.npy,0,4,2,0,2,0,1,3,2,4,4
non.0313M.0216F.npy,1,0,4,3,4,0,1,4,0,4,4
couple.0867.1204M.1001F.npy,0,4,0,1,2,0,4,4,4,2,2
non.0339M.0108F.npy,1,4,2,4,4,1,0,4,3,1,3
non.0563M.0349F.npy,1,3,3,3,1,3,0,0,1,4,2
non.0907M.0016F.npy,1,2,4,0,4,0,4,0,1,3,2
