name,label,rt0,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9
couple.0722.1025M.0848F.npy,0,3,3,1,3,2,0,4,4,3,2
couple.0838.1172M.0976F.npy,0,0,1,2,0,1,1,1,2,0,4
couple.0344.0571M.0492F.npy,0,1,2,3,4,4,3,1,1,3,3
non.0398M.0938F.npy,1,4,1,3,2,0,0,2,1,0,4
non.0311M.0791F.npy,1,2,0,2,0,0,4,2,1,0,2
non.0616M.0052F.npy,1,3,4,4,3,2,4,1,4,1,1
couple.0876.1213M.1010F.npy,0,4,2,4,4,2,4,0,1,2,4
non.0545M.0156F.npy,1,4,1,3,0,0,4,3,2,0,2
couple.0352.0596M.0505F.npy,0,0,2,1,2,0,3,0,1,3,1
non.0721M.0261F.npy,1,1,4,2,2,4,0,3,2,3,3
couple.0090.0128M.0115F.npy,0,3,1,0,3,2,2,3,3,0,1
couple.0199.0282M.0260F.npy,0,2,4,4,1,1,0,2,4,3,2
couple.0976.1321M.1105F.npy,0,4,0,1,1,3,4,0,0,1,0
couple.0867.1203M.1001F.npy,0,3,1,0,2,2,3,4,0,3,2
non.0404M.0466F.npy,1,2,4,4,2,0,3,4,2,3,3
non.0370M.0335F.npy,1,2,1,4,0,2,1,4,3,2,1
couple.0335.0549M.0477F.npy,0,2,4,1,3,0,3,3,2,3,1
non.0014M.0349F.npy,1,4,3,4,0,0,4,0,3,1,0
non.0416M.0243F.npy,1,3,3,0,0,3,4,0,1,0,2
couple.739..1347M.1128F.npy,0,3,4,4,1,1,3,2,0,3,4
couple.0224.0321M.0294F.npy,0,4,3,1,2,2,2,3,0,2,2
non.0888M.0085F.npy,1,4,2,1,3,1,1,4,0,1,4
non.0324M.0309F.npy,1,3,1,2,3,1,0,2,2,2,3
non.0240M.0681F.npy,1,1,1,3,1,3,0,3,1,4,3
non.0793M.0475F.npy,1,1,4,3,2,4,4,1,0,3,2
non.0237M.0534F.npy,1,0,3,1,2,4,4,3,1,1,4
couple.0794.1116M.0928F.npy,0,3,3,1,0,0,3,0,4,3,0
non.0861M.0357F.npy,1,3,0,2,2,0,3,3,4,4,2
non.0305M.0162F.npy,1,4,2,2,0,4,2,1,1,3,2
couple.0224.0320M.0294F.npy,0,1,4,4,4,2,4,4,2,4,1
couple.0141.0198M.0179F.npy,0,1,1,4,2,0,1,1,2,0,1
non.0677M.0764F.npy,1,0,3,0,4,0,1,0,0,3,3
non.0282M.0865F.npy,1,4,0,3,4,0,1,3,0,4,1
non.0344M.0063F.npy,1,4,4,3,1,4,0,4,3,1,4
non.0668M.0201F.npy,1,1,3,1,3,0,2,2,4,0,2
non.0326M.0666F.npy,1,1,4,3,0,3,3,4,0,2,0
non.0252M.0833F.npy,1,1,0,2,0,2,3,3,2,3,2
non.0007M.0790F.npy,1,1,2,0,2,2,1,1,3,4,2
couple.0775.1089M.0902F.npy,0,2,3,2,4,1,4,0,4,3,3
couple.0334.0547M.0474F.npy,0,2,1,0,1,2,4,3,0,1,0
couple.0275.0415M.0378F.npy,0,3,2,0,1,4,4,0,2,3,3
non.0932M.0400F.npy,1,2,4,1,2,1,3,3,3,2,1
non.0746M.0253F.npy,1,1,0,4,0,3,3,4,4,3,3
couple.0061.0088M.0082F.npy,0,0,0,1,1,3,1,3,0,0,1
non.0577M.0641F.npy,1,1,2,1,1,2,3,4,1,3,1
couple.0088.0126M.0113F.npy,0,1,0,1,1,3,2,3,2,0,4
non.0979M.0540F.npy,1,3,0,3,3,4,4,2,4,2,2
non.0229M.0492F.npy,1,2,4,0,2,1,3,1,0,2,1
couple.0294.0455M.0412F.npy,0,4,0,4,0,4,3,1,4,4,1
couple.0226.0325M.0300F.npy,0,4,3,2,4,4,1,1,4,1,2
couple.0273.0410M.0374F.npy,0,0,2,3,2,1,4,2,2,4,1
couple.0337.0554M.0480F.npy,0,2,0,1,0,1,3,1,2,3,2
non.0754M.0988F.npy,1,3,4,1,4,3,4,4,2,0,3
non.0276M.0810F.npy,1,4,0,1,1,4,2,0,0,4,4
couple.0803.1130M.0940F.npy,0,4,1,4,1,3,1,1,2,1,0
couple.0413.0702M.0583F.npy,0,0,4,4,1,2,4,2,4,1,1
couple.0411.0697M.0579F.npy,0,0,0,1,1,3,0,1,4,4,0
couple.0138.0193M.0175F.npy,0,3,2,4,4,1,1,0,3,1,3
non.0897M.0690F.npy,1,4,2,4,2,2,3,4,1,0,2
couple.0022.0041M.0039F.npy,0,0,1,4,3,1,0,3,4,3,0
couple.0162.0229M.0210F.npy,0,1,3,0,0,2,1,4,3,2,1
non.0108M.0999F.npy,1,4,3,2,2,0,2,4,3,4,2
couple.0010.0021M.0021F.npy,0,3,0,3,1,2,3,3,0,0,0
couple.0289.0443M.0403F.npy,0,2,0,0,2,0,1,4,1,2,3
non.0275M.0407F.npy,1,4,1,2,0,1,3,0,1,4,2
non.0398M.0328F.npy,1,1,4,2,2,3,3,1,3,2,3
non.0532M.0227F.npy,1,1,2,0,2,0,2,1,1,3,1
couple.0103.0144M.0132F.npy,0,3,1,2,2,4,3,2,0,3,3
couple.0910.1249M.1045F.npy,0,0,3,3,2,3,1,1,0,0,0
non.0630M.0158F.npy,1,4,3,0,1,0,1,3,0,0,4
couple.0338.0556M.0481F.npy,0,1,2,2,2,1,1,3,0,2,4
non.0702M.0296F.npy,1,4,1,0,1,3,4,3,3,3,0
couple.0008.0016M.0017F.npy,0,4,4,3,2,4,4,0,3,2,2
non.0666M.0281F.npy,1,0,4,3,2,4,2,0,2,2,3
non.0033M.0322F.npy,1,3,0,2,1,4,4,0,2,2,1
non.0968M.0008F.npy,1,1,3,0,1,1,3,3,2,1,4
non.0187M.0732F.npy,1,3,1,0,4,2,3,0,4,2,4
couple.0412.0700M.0581F.npy,0,4,0,1,4,3,2,0,1,3,2
non.0923M.0560F.npy,1,4,2,0,1,1,1,1,2,3,0
couple.0184.0262M.0242F.npy,0,3,2,2,1,2,3,4,3,3,2
couple.0303.0473M.0428F.npy,0,0,2,3,1,4,2,3,2,4,2
couple.0300.0468M.0423F.npy,0,2,1,2,2,4,3,3,2,2,4
couple.0651.0941M.0776F.npy,0,3,0,4,2,2,0,0,0,2,3
couple.0123.0176M.0159F.npy,0,2,3,2,1,3,0,4,4,0,1
couple.0140.0196M.0178F.npy,0,3,2,1,4,3,0,2,1,2,2
non.0502M.0022F.npy,1,1,0,3,0,1,1,2,3,1,4
couple.0736.1041M.0861F.npy,0,3,4,3,1,0,1,2,1,1,0
non.0357M.0731F.npy,1,0,1,1,0,3,3,2,0,4,1
non.0636M.0190F.npy,1,4,4,3,2,2,4,2,1,4,4
non.0148M.0062F.npy,1,3,0,2,0,2,3,3,4,2,0
couple.0818.1151M.0957F.npy,0,1,1,0,3,3,4,4,4,2,0
non.0800M.0059F.npy,1,4,3,4,1,0,0,4,2,0,2
couple.0283.0431M.0393F.npy,0,4,1,0,4,3,0,3,2,1,2
couple.0988.1333M.1116F.npy,0,2,4,1,2,4,4,2,0,4,0
non.0316M.0273F.npy,1,2,1,1,1,4,4,3,1,4,1
non.0877M.0960F.npy,1,1,3,4,0,3,4,2,0,4,4
non.0801M.0420F.npy,1,4,2,3,0,2,0,2,3,1,4
non.0223M.0212F.npy,1,4,1,2,3,2,1,2,0,0,0
non.0937M.1000F.npy,1,0,2,0,4,0,0,0,4,2,4
couple.0374.0642M.0535F.npy,0,4,0,0,3,4,2,3,3,3,4
couple.0979.1324M.1108F.npy,0,2,0,4,0,0,0,0,1,3,1
non.0140M.0326F.npy,1,4,2,3,3,4,1,4,2,2,1
non.0361M.0470F.npy,1,4,2,0,3,0,0,0,2,0,0
non.0639M.0919F.npy,1,4,2,1,0,2,2,1,2,3,3
couple.0324.0520M.0460F.npy,0,1,3,3,2,2,3,3,3,2,3
non.0228M.0667F.npy,1,0,4,2,4,0,3,3,1,2,1
couple.0274.0414M.0376F.npy,0,0,3,1,4,0,2,1,0,3,0
couple.0064.0090M.0085F.npy,0,2,3,4,2,0,2,2,4,0,2
couple.0852.1186M.0985F.npy,0,2,3,2,4,1,0,3,1,1,1
non.0628M.0413F.npy,1,3,2,4,1,1,2,2,3,1,4
couple.0328.0530M.0467F.npy,0,3,2,0,1,2,2,1,1,3,4
non.0981M.0717F.npy,1,4,0,3,2,2,0,2,1,0,1
couple.0492.0785M.0645F.npy,0,0,3,3,3,3,2,0,0,0,1
couple.0534.0824M.0679F.npy,0,4,2,2,0,1,1,0,3,0,0
couple.0351.0595M.0503F.npy,0,1,1,3,2,3,2,4,0,4,0
non.0270M.0046F.npy,1,3,0,1,1,2,3,1,1,2,2
couple.0249.0367M.0333F.npy,0,0,2,0,0,4,1,0,0,2,4
non.0340M.0092F.npy,1,2,3,4,3,2,4,1,1,3,4
couple.0374.0643M.0535F.npy,0,1,4,4,0,0,1,0,2,0,1
non.0408M.0348F.npy,1,1,1,1,3,1,1,2,4,1,3
couple.0316.0502M.0446F.npy,0,2,3,0,0,2,3,3,1,4,0
couple.0044.0069M.0064F.npy,0,2,2,1,4,2,3,0,0,2,2
couple.0109.0155M.0143F.npy,0,4,0,0,1,1,4,0,1,0,2
non.0205M.0279F.npy,1,2,0,2,4,0,3,4,2,4,4
non.0086M.0266F.npy,1,3,0,2,4,0,3,2,2,4,3
couple.0941.1285M.1074F.npy,0,0,1,1,4,2,3,2,0,4,4
non.0388M.0052F.npy,1,2,3,0,3,2,3,1,3,0,4
couple.0715.1016M.0840F.npy,0,0,4,0,1,1,1,1,3,2,4
couple.0914.1254M.1050F.npy,0,3,4,4,2,1,4,2,0,1,3
couple.0337.0553M.0480F.npy,0,4,0,3,0,1,4,4,4,2,4
couple.0811.1144M.0950F.npy,0,2,4,2,2,4,2,4,3,0,1
couple.0220.0315M.0286F.npy,0,2,4,0,0,3,3,1,0,4,1
non.0979M.0441F.npy,1,2,4,0,1,3,4,4,1,1,1
couple.0302.0472M.0427F.npy,0,4,0,0,4,3,2,4,4,0,4
couple.0334.0546M.0474F.npy,0,2,4,3,3,0,1,1,2,4,0
non.0158M.0745F.npy,1,4,4,4,4,0,0,0,2,4,0
non.0018M.0458F.npy,1,1,2,0,1,2,3,2,1,4,1
couple.0777.1092M.0906F.npy,0,1,2,3,4,0,2,1,1,1,1
non.0632M.0270F.npy,1,2,2,4,1,3,0,4,2,3,3
non.0086M.0299F.npy,1,2,1,2,4,3,1,2,4,1,0
couple.0726.1029M.0851F.npy,0,4,4,4,4,4,2,1,3,4,0
couple.0053.0079M.0074F.npy,0,0,4,4,1,1,0,0,2,1,2
non.0289M.0342F.npy,1,0,4,4,1,3,3,3,4,0,3
couple.0042.0064M.0062F.npy,0,3,4,2,4,4,0,0,4,1,2
non.0067M.0336F.npy,1,1,2,1,0,3,4,1,4,0,4
non.0225M.0458F.npy,1,1,4,1,4,4,0,4,0,0,4
non.0108M.0017F.npy,1,1,2,0,0,2,0,3,1,0,3
couple.0654.0944M.0778F.npy,0,0,3,4,3,3,4,3,3,3,2
couple.0237.0344M.0314F.npy,0,4,4,0,2,1,1,3,4,2,1
couple.0507.0799M.0656F.npy,0,1,0,4,0,3,4,3,4,2,2
non.0430M.0005F.npy,1,1,4,3,4,0,4,0,4,3,2
couple.0179.0256M.0234F.npy,0,1,2,3,2,1,4,3,0,4,0
non.0363M.0439F.npy,1,0,1,4,3,4,4,1,0,0,1
non.0006M.0860F.npy,1,2,4,1,3,3,0,0,4,0,0
couple.0313.0494M.0443F.npy,0,2,2,1,2,1,3,1,4,0,2
non.0363M.0928F.npy,1,1,1,2,2,0,1,2,3,1,3
couple.0349.0585M.0500F.npy,0,2,0,3,1,2,0,3,4,1,3
couple.0834.1169M.0973F.npy,0,0,4,2,0,4,0,2,2,3,3
couple.0461.0755M.0619F.npy,0,0,2,3,0,4,4,4,4,2,2
couple.0601.0887M.0733F.npy,0,1,0,2,1,2,4,4,0,4,1
non.0724M.0261F.npy,1,2,4,1,3,0,2,1,4,1,0
non.0932M.0110F.npy,1,3,2,3,4,4,0,4,3,3,3
non.0291M.0829F.npy,1,2,0,4,3,2,0,2,4,3,2
couple.0066.0094M.0087F.npy,0,1,2,2,0,0,0,3,3,0,2
non.0919M.0783F.npy,1,3,0,4,1,4,1,4,2,1,0
couple.0706.1006M.0829F.npy,0,3,0,1,0,4,2,0,2,0,3
non.0106M.0261F.npy,1,2,3,2,1,0,1,3,1,3,3
couple.0808.1137M.0945F.npy,0,0,0,4,3,4,2,1,0,0,4
non.0532M.0435F.npy,1,0,2,2,4,4,1,4,4,3,1
couple.0399.0675M.0562F.npy,0,2,2,3,3,2,0,3,1,3,2
non.0961M.0026F.npy,1,2,1,3,2,1,3,4,4,2,1
couple.0166.0238M.0217F.npy,0,3,3,0,3,0,2,0,3,0,1
non.0265M.0671F.npy,1,1,0,0,1,4,0,1,4,3,1
couple.0723.1026M.0849F.npy,0,0,3,1,0,0,0,4,0,0,1
non.0995M.0343F.npy,1,3,3,4,4,3,0,1,3,0,0
non.0970M.0170F.npy,1,1,3,2,4,4,1,3,4,4,4
couple.0948.1292M.1081F.npy,0,0,2,0,3,4,2,2,4,3,1
couple.0163.0232M.0212F.npy,0,2,1,1,0,2,1,0,1,2,0
couple.0663.0956M.0789F.npy,0,3,1,3,0,4,4,4,0,2,0
non.0302M.0771F.npy,1,2,3,1,3,2,4,0,2,4,1
couple.0241.0350M.0320F.npy,0,3,2,4,3,1,2,4,0,0,3
non.0407M.0210F.npy,1,4,3,1,3,0,2,2,1,0,3
couple.0081.0116M.0106F.npy,0,3,1,2,0,0,0,0,3,3,1
non.0338M.0357F.npy,1,1,4,4,2,0,3,0,4,3,3
couple.0321.0513M.0454F.npy,0,0,0,1,2,1,3,3,3,2,4
non.0038M.0677F.npy,1,1,3,3,4,4,4,0,4,0,2
non.0086M.0446F.npy,1,1,0,2,4,4,0,3,1,0,2
non.0963M.0357F.npy,1,4,1,0,2,2,1,1,4,4,1
couple.0346.0578M.0496F.npy,0,2,4,2,2,4,0,4,1,0,4
couple.0646.0936M.0772F.npy,0,4,3,4,4,1,4,0,0,3,2
couple.0226.0325M.0299F.npy,0,3,1,0,3,4,1,3,3,1,1
couple.0103.0144M.0131F.npy,0,3,4,1,1,3,3,1,3,4,2
couple.0110.0156M.0145F.npy,0,1,3,2,0,3,3,1,4,2,3
couple.0701.1000M.0825F.npy,0,1,4,4,1,1,1,3,2,0,1
non.0954M.0102F.npy,1,3,2,4,3,1,3,2,0,2,3
couple.0493.0786M.0646F.npy,0,0,3,2,0,0,4,2,3,1,1
couple.0349.0587M.0500F.npy,0,1,1,2,3,2,1,2,2,4,4
non.0353M.0651F.npy,1,1,1,4,0,3,1,0,0,1,0
non.0412M.0414F.npy,1,1,2,0,1,4,4,2,1,3,0
couple.0294.0454M.0411F.npy,0,1,3,3,0,0,1,2,2,1,4
non.0869M.0604F.npy,1,2,3,3,3,4,0,2,1,1,2
non.0752M.0751F.npy,1,3,1,0,0,0,2,2,1,3,2
couple.0002.0003M.0003F.npy,0,1,0,2,4,0,0,1,0,4,0
non.0779M.0004F.npy,1,3,1,0,4,0,1,4,1,2,4
couple.0037.0056M.0057F.npy,0,2,4,3,4,1,4,4,1,1,2
non.0985M.0791F.npy,1,0,2,1,1,0,2,1,4,2,3
non.0741M.0187F.npy,1,2,3,0,3,0,0,0,1,1,4
non.0357M.0088F.npy,1,2,2,1,2,4,4,4,2,2,0
non.0055M.0316F.npy,1,2,2,4,1,3,4,1,3,2,2
non.0500M.0773F.npy,1,1,0,0,4,4,4,4,4,1,1
couple.0708.1009M.0833F.npy,0,3,1,3,3,0,1,3,1,3,4
couple.0706.1005M.0829F.npy,0,0,0,4,4,2,3,0,4,1,1
couple.0639.0928M.0764F.npy,0,0,2,4,4,0,3,2,3,3,1
non.0201M.0813F.npy,1,1,0,3,1,0,3,4,1,0,3
non.0841M.0499F.npy,1,0,1,4,2,2,2,3,1,3,4
non.0085M.0106F.npy,1,4,0,2,3,4,0,4,2,0,3
non.0720M.0881F.npy,1,4,4,1,0,1,1,2,1,0,1
couple.0913.1252M.1048F.npy,0,3,1,0,2,1,3,0,4,1,0
couple.0123.0175M.0158F.npy,0,1,2,4,1,4,2,3,3,4,0
non.0303M.0540F.npy,1,1,4,3,2,4,4,3,3,2,0
couple.0941.1284M.1073F.npy,0,4,4,3,2,0,4,1,2,1,4
non.0168M.0858F.npy,1,0,2,3,3,1,1,4,0,1,0
couple.0056.0082M.0077F.npy,0,4,3,2,3,1,1,3,2,2,3
couple.0347.0580M.0497F.npy,0,4,2,0,2,2,0,2,4,0,0
couple.0660.0952M.0784F.npy,0,1,3,0,4,1,2,0,4,0,4
couple.0094.0132M.0119F.npy,0,1,1,3,3,2,0,3,1,0,4
non.0842M.0290F.npy,1,3,2,2,0,1,4,0,2,1,2
couple.0791.1112M.0924F.npy,0,4,3,1,2,0,1,4,4,4,3
non.0901M.0754F.npy,1,1,1,2,2,0,2,0,1,1,0
couple.0377.0648M.0540F.npy,0,0,4,1,4,2,4,3,1,2,3
non.0137M.0861F.npy,1,4,4,4,0,1,3,4,0,0,3
couple.0297.0460M.0417F.npy,0,1,4,1,2,3,0,4,3,1,0
couple.0304.0475M.0432F.npy,0,1,4,4,4,2,2,2,2,0,1
couple.0224.0320M.0295F.npy,0,2,0,1,1,3,0,1,3,0,1
couple.0628.0913M.0753F.npy,0,4,3,4,0,1,2,4,3,1,1
couple.0125.0180M.0163F.npy,0,3,2,3,0,3,4,2,4,4,1
non.0935M.0202F.npy,1,2,0,0,1,3,4,2,2,3,0
non.0826M.0588F.npy,1,3,3,0,3,4,3,2,0,0,1
non.0083M.0797F.npy,1,3,3,3,4,0,4,1,4,1,4
couple.0909.1247M.1044F.npy,0,3,1,3,2,3,3,4,2,1,0
couple.0752.1059M.0876F.npy,0,4,4,4,3,3,3,2,1,1,4
non.0060M.0014F.npy,1,3,1,4,1,3,1,4,2,0,2
couple.0184.0262M.0241F.npy,0,1,3,3,0,1,3,0,1,1,3
non.0914M.0660F.npy,1,1,3,3,3,2,4,2,1,1,0
non.0455M.0294F.npy,1,3,1,0,3,4,0,2,3,2,3
non.0121M.0951F.npy,1,0,3,4,2,2,4,2,4,1,2
non.0144M.0004F.npy,1,4,0,3,0,2,0,2,3,2,0
couple.0410.0695M.0578F.npy,0,0,2,0,0,3,3,1,1,1,0
couple.0847.1181M.0983F.npy,0,2,1,0,3,4,0,0,2,3,2
non.0111M.0099F.npy,1,3,3,4,4,2,2,1,3,1,2
non.0781M.0953F.npy,1,3,1,2,3,1,3,4,0,1,3
non.0665M.0210F.npy,1,1,0,1,3,0,4,4,0,4,1
couple.0318.0507M.0451F.npy,0,4,0,2,1,3,4,0,4,1,1
non.0289M.0935F.npy,1,2,4,0,1,0,3,0,0,2,1
couple.0326.0526M.0463F.npy,0,4,0,1,2,0,1,0,4,2,0
couple.0747.1051M.0873F.npy,0,0,4,2,4,4,1,1,0,0,1
non.0852M.0955F.npy,1,1,3,2,1,2,2,1,1,1,3
non.0278M.0347F.npy,1,0,0,0,3,3,1,0,2,2,0
non.0347M.0631F.npy,1,0,1,3,2,2,3,3,4,0,4
non.0010M.0769F.npy,1,2,2,3,0,1,3,4,3,2,0
couple.0863.1199M.0995F.npy,0,3,0,1,2,1,4,1,1,2,4
couple.0438.0732M.0607F.npy,0,3,2,0,2,2,2,0,3,2,0
couple.0077.0111M.0103F.npy,0,2,4,3,3,3,4,0,1,2,2
non.0145M.0868F.npy,1,1,0,3,0,0,2,0,2,2,0
non.0341M.0417F.npy,1,1,3,0,2,3,4,1,1,4,2
couple.0784.1104M.0916F.npy,0,4,2,4,3,0,3,1,4,1,1
non.0654M.0837F.npy,1,4,2,3,1,4,1,3,2,0,4
non.0102M.0734F.npy,1,4,2,2,0,1,3,3,2,2,1
couple.0246.0361M.0328F.npy,0,0,0,2,3,0,0,3,0,2,0
non.0679M.0159F.npy,1,1,2,0,3,4,0,4,3,4,2
non.0218M.0778F.npy,1,2,0,0,0,0,1,1,0,3,0
non.0378M.0107F.npy,1,3,0,4,0,3,1,3,2,4,1
couple.0766.1074M.0890F.npy,0,2,0,2,3,4,4,0,3,3,1
non.0271M.0092F.npy,1,1,1,2,4,1,2,0,4,1,0
couple.0109.0154M.0142F.npy,0,1,4,3,1,0,4,4,4,4,0
non.0987M.0204F.npy,1,3,2,1,0,3,4,4,1,2,4
couple.0053.0079M.0075F.npy,0,3,1,3,2,0,4,0,3,0,2
couple.0071.0103M.0095F.npy,0,2,0,1,3,4,0,1,1,1,0
non.0190M.0665F.npy,1,0,0,4,2,0,3,2,1,1,1
couple.0465.0759M.0623F.npy,0,1,1,1,0,1,3,3,4,3,1
non.0261M.0039F.npy,1,4,3,0,1,2,3,0,3,2,4
non.0879M.0125F.npy,1,0,3,2,4,4,4,0,1,3,2
couple.0600.0886M.0732F.npy,0,4,4,3,3,1,3,0,4,2,0
non.0140M.0606F.npy,1,0,1,2,4,1,1,4,1,3,3
non.0158M.0157F.npy,1,3,3,3,2,3,0,2,3,0,3
couple.0302.0471M.0427F.npy,0,1,3,0,4,2,0,1,2,1,1
non.0406M.0677F.npy,1,1,0,0,3,1,1,1,3,1,0
non.0152M.0263F.npy,1,1,2,3,1,0,0,0,0,0,1
non.0454M.0567F.npy,1,2,1,4,4,2,2,1,0,0,3
couple.0925.1266M.1058F.npy,0,0,0,2,2,0,4,3,0,2,3
non.0379M.0698F.npy,1,4,4,0,4,1,3,3,3,4,4
non.0026M.0946F.npy,1,1,1,3,0,3,3,2,4,3,4
couple.0306.0479M.0435F.npy,0,0,2,1,0,1,4,3,1,1,0
couple.0219.0313M.0284F.npy,0,4,0,1,0,4,1,2,1,3,0
couple.0036.0055M.0055F.npy,0,1,4,1,0,2,2,3,0,1,1
couple.0179.0255M.0234F.npy,0,0,3,3,0,3,2,3,1,0,3
non.0073M.0050F.npy,1,0,4,4,2,4,4,0,3,3,1
couple.0342.0566M.0489F.npy,0,4,0,3,2,1,2,4,4,2,1
couple.0868.1205M.1002F.npy,0,0,1,1,4,2,0,0,1,3,1
non.0265M.0326F.npy,1,2,3,1,3,2,1,3,1,1,0
non.0979M.0139F.npy,1,2,1,3,3,0,4,2,2,1,0
non.0325M.0715F.npy,1,3,3,2,3,4,2,4,1,0,2
non.0473M.0974F.npy,1,4,0,0,0,2,2,2,3,0,2
couple.0307.0481M.0438F.npy,0,3,4,1,2,0,3,1,3,4,4
couple.0855.1189M.0986F.npy,0,1,4,3,4,1,0,0,2,2,3
non.0953M.0454F.npy,1,1,2,0,4,2,1,3,1,2,4
non.0381M.0975F.npy,1,1,3,0,0,2,0,1,3,3,4
couple.0661.0953M.0785F.npy,0,3,1,0,1,2,4,4,3,3,1
non.0328M.0732F.npy,1,3,1,3,0,3,3,3,2,1,4
couple.0288.0440M.0401F.npy,0,4,0,2,3,0,4,3,3,2,3
